index,t,bytes,mean_luma,std_luma,max_luma,lit_px,lit_frac,coverage_px,coverage_frac,luma_mass,adj_mean_delta,adj_max_delta,dhash,ahash,sha256
209,0.34891485809682804,50855,7.351308345794678,14.957379341125488,254.0,42561,0.03940833333333333,30346,0.02809814814814815,3457.824951171875,0.060370370745658875,72.0,18279316122268872,267330133564,6cebc262f70f67be64f23679ae214f98a4cdc0ff797ad9470b038acee5230fa1
210,0.35058430717863104,50856,7.350949764251709,14.9440336227417,254.0,42653,0.03949351851851852,30449,0.028193518518518517,3457.321044921875,0.0659046322107315,159.0,18279316122268872,267330133564,f83e681b5cc2d7c2df6c3ae609e852653d258d8df410568e58344b3657559be6
211,0.35225375626043404,51022,7.357973098754883,14.966795921325684,254.0,42822,0.03965,30610,0.028342592592592593,3464.376953125,0.05914166569709778,98.0,18279316122268872,267330133564,caeb26e8513a9917bc59780b6ee29ed248b60fd30d39d18956376ef2b533e473
212,0.35392320534223703,51074,7.365157604217529,14.989114761352539,254.0,42937,0.03975648148148148,30759,0.028480555555555554,3471.708984375,0.060793519020080566,125.0,18279316122268872,267330133564,9fc0e6392ae3400d432ca712640dad7e65568e100cd0c81ce04dba7fe628d4c3
213,0.3555926544240401,51211,7.370016574859619,15.002676963806152,254.0,43149,0.039952777777777775,30963,0.028669444444444445,3476.738037109375,0.06243889033794403,78.0,18279316122268872,267330133564,bc77bf4271bd14713e05512ea889e030a86a5d86018a7a177e5635b862ea14e2
214,0.3572621035058431,51342,7.374451160430908,15.017277717590332,254.0,43316,0.040107407407407404,31096,0.028792592592592592,3481.44189453125,0.06215647980570793,117.0,18279316122268872,267330133564,228ca73e1addf45c046ffbb6b30cd9815a461d6e1fbb1cf0fcfaaac97dd163ff
215,0.3589315525876461,51511,7.378857612609863,15.033041954040527,254.0,43254,0.04005,31272,0.028955555555555554,3485.966064453125,0.06276018172502518,68.0,18279316122268872,267330133564,c4c07b64403801662d7c6fcc5f5588ee7016fe5da55fcf6fd3371375f227ea31
216,0.3606010016694491,51739,7.38506555557251,15.047910690307617,254.0,43287,0.04008055555555556,31520,0.029185185185185186,3492.111083984375,0.06658981740474701,113.0,18279316122268872,267330133564,b6998ce28d9634f7d3ef34b89b189c41c3ce70423aae82d7175309b68da2e713
217,0.3622704507512521,51863,7.390232563018799,15.067089080810547,254.0,43259,0.04005462962962963,31816,0.029459259259259258,3497.85888671875,0.07142963260412216,111.0,18279316122268872,267330133564,c68863a12c27a437aa789dd8c41892217f7ba705372e4d02b1ea7e10549a124d
218,0.3639398998330551,51927,7.397411823272705,15.092550277709961,254.0,43300,0.04009259259259259,31956,0.02958888888888889,3505.35205078125,0.062300000339746475,92.0,18279316122268872,267330133564,e6ea7235f1fa02f5227f984da5966db14e52639ceca7f03d735bd1ed563c1353
219,0.3656093489148581,51985,7.401987075805664,15.106801986694336,254.0,43388,0.04017407407407408,32081,0.02970462962962963,3509.81396484375,0.06491759419441223,86.0,18279316122268872,267330133564,6a8e9a602e5ec53f45b00a11abbdc1fb4d2cfead48edce06bc24fc3f77a3bea2
220,0.3672787979966611,52085,7.40876579284668,15.12977123260498,254.0,43548,0.040322222222222225,32281,0.029889814814814814,3516.9208984375,0.0680064782500267,132.0,18279316122268872,267330133564,757415d2f5a317274288e81b0469c5115f034021025178344a1a35f1820b013c
221,0.36894824707846413,52299,7.417873382568359,15.16105842590332,254.0,43748,0.04050740740740741,32500,0.03009259259259259,3526.672119140625,0.0713685154914856,106.0,18279316122268872,267330133564,3034f83b0f9b2adb2eccebe9e90ae448a660785974c61f0b50ea237fd4ab0cff
222,0.37061769616026713,52553,7.427792549133301,15.195311546325684,254.0,44014,0.0407537037037037,32782,0.030353703703703702,3537.158935546875,0.07190833240747452,109.0,18279316122268872,267330133564,0ec59e4156a9063cc2016d92b7eb85fc89ca721ddc50a4a2cf44aedb4cea8de9
223,0.3722871452420701,52753,7.437448024749756,15.225333213806152,254.0,44233,0.04095648148148148,33059,0.030610185185185185,3547.556884765625,0.07458333671092987,86.0,18288112215291080,267330133564,51e81cec00d8226d0304a4c90f08fd2e31b839fd7e61dc521060439ed2ba60b0
224,0.3739565943238731,52899,7.4461870193481445,15.253297805786133,254.0,44357,0.04107129629629629,33222,0.03076111111111111,3556.551025390625,0.06750555336475372,112.0,18288112215291080,267330133564,86d75b5cf1670525ded76286320927002d54c04b296b71b3e78d9a05d348888a
225,0.3756260434056761,53020,7.452088832855225,15.273388862609863,254.0,44431,0.04113981481481482,33410,0.030935185185185184,3562.64111328125,0.06824629753828049,113.0,18288112215291080,267330133564,af5f998271f262d9bf98ba8f0107fe3ea3ed26de47e672461ec0033aaf500c22
226,0.3772954924874791,53129,7.459455490112305,15.298627853393555,254.0,44541,0.04124166666666667,33579,0.031091666666666667,3570.592041015625,0.07115185260772705,105.0,18288112215291080,267330133564,d860b8feac41a6c1ba0ce77e331ef58b5c6f9ed4aa639012d2f8f0c3f2f438cb
227,0.3789649415692821,53201,7.466573238372803,15.321293830871582,254.0,44708,0.0413962962962963,33700,0.031203703703703702,3578.029052734375,0.06869351863861084,106.0,18288112215291080,267330133564,e6239472fd06ef270dedcaedc9cb564b1c4969e4d18f1f371a7c39c08bee812e
228,0.3806343906510851,53282,7.473743438720703,15.346339225769043,254.0,44817,0.04149722222222222,33841,0.031334259259259256,3585.531005859375,0.06912963092327118,108.0,18288112215291080,267330133564,61f0cae6aadd57fa1d84461392a9b4a04887828768a8e90daae4ae242b053b4e
229,0.3823038397328882,53328,7.481246471405029,15.371886253356934,254.0,44981,0.041649074074074074,34006,0.031487037037037036,3593.241943359375,0.0697009265422821,93.0,18288112215291080,267330133564,8e862e686917f44f1e76a71a8bb5b9d4b17ace37856a60a14b7d2d26b70edad1
230,0.38397328881469117,53401,7.487053871154785,15.395920753479004,254.0,45072,0.04173333333333333,34153,0.03162314814814815,3599.366943359375,0.06854815036058426,71.0,18288112215291080,267330133564,a9a8ceb6deecc3f11c845e95b88da33312cb3ddecca180eed405011976beb615
231,0.38564273789649417,53449,7.493284225463867,15.415689468383789,254.0,45203,0.04185462962962963,34274,0.031735185185185186,3605.884033203125,0.07048796117305756,108.0,18288112215291080,267330133564,eea21307e64135293633b6284e8228313aaba24e9aeafd5b359f1bdbf235a5d4
232,0.38731218697829717,53523,7.499351978302002,15.437793731689453,254.0,45301,0.04194537037037037,34379,0.031832407407407406,3612.135986328125,0.06752685457468033,111.0,18288112215291080,267330133564,ab525bf626bf86f7e7edd14f345158f382759547f6bfef8550797edff860ea39
233,0.38898163606010017,53588,7.504206657409668,15.453510284423828,254.0,45420,0.042055555555555554,34539,0.031980555555555554,3617.31005859375,0.07055648416280746,91.0,18288112215291080,267330133564,6c5b633b4f6832882b59952dfa27e2c88d4df384b5f8ff048cb54f7229840321
234,0.39065108514190316,53623,7.508668422698975,15.470017433166504,254.0,45496,0.04212592592592593,34707,0.03213611111111111,3621.991943359375,0.07135277986526489,103.0,18288112215291080,267330133564,39790e105899bf24709f05a88f18a2b7b67e05d0944ee982a9ee357c21374336
235,0.39232053422370616,53800,7.516324996948242,15.49830150604248,254.0,45683,0.04229907407407407,34889,0.03230462962962963,3630.154052734375,0.07297500222921371,108.0,18288112215291080,267330133564,787f20beb689e7d5f38a0f582b65e67ccf30ea04f2a445ad27ca6c13ef50d265
236,0.39398998330550916,53924,7.523270606994629,15.52441120147705,254.0,45799,0.04240648148148148,35060,0.032462962962962964,3637.4580078125,0.07260462641716003,119.0,18288112215291080,267330133564,b1e4fd4a319eb3e6c2a7b8b5f2d98707dc7db29cd383984fe9424202f87f318c
237,0.39565943238731216,54007,7.529286861419678,15.547628402709961,254.0,45900,0.0425,35145,0.03254166666666667,3643.77587890625,0.06944259256124496,99.0,18288112215291080,267330133564,4340094160a33d9c6818eb5df7ef5e272fca02f762f1b4d9ea8b55078ec2d00c
238,0.3973288814691152,54030,7.534094333648682,15.565375328063965,254.0,45920,0.04251851851851852,35195,0.032587962962962964,3648.637939453125,0.06924629956483841,66.0,18288112215291080,267330133564,e9af0b31ca016d94de866660caa11bfa6018f024f39456f8145a6c8b992449c9
239,0.3989983305509182,54058,7.539344310760498,15.586813926696777,254.0,45992,0.042585185185185184,35282,0.03266851851851852,3654.052978515625,0.06788518279790878,89.0,18288112215291080,267330133564,79bd8855b91aa984cbf38abfc398f4f2dfe01546671e2fa1359cc9beb70b400e
240,0.4006677796327212,54128,7.544064044952393,15.604022026062012,254.0,46073,0.04266018518518518,35440,0.03281481481481482,3659.15087890625,0.07344166934490204,71.0,18252927843202248,267330133564,7ad23d1aacc0b463ede46994e5ce6011b2ba0b5ae0bc015d22dc5dbb01ea6536
241,0.4023372287145242,54156,7.549881458282471,15.626276969909668,254.0,46166,0.042746296296296296,35589,0.032952777777777775,3665.09912109375,0.07184166461229324,66.0,18252927843202248,267330133564,e6763851f29401d906ca2d6656d063935b9cd3cfffab6a1b2f0bf3b418d3bd2a
242,0.4040066777963272,54178,7.554797172546387,15.646553039550781,254.0,46189,0.04276759259259259,35707,0.033062037037037036,3670.199951171875,0.07206759601831436,84.0,18252927843202248,267330133564,9d7f99b6c1b1c6414a39878f39a996babe2120edc858c4b86c48b7bd03d195db
243,0.4056761268781302,54199,7.557879447937012,15.659347534179688,254.0,46296,0.042866666666666664,35870,0.033212962962962965,3673.404052734375,0.07248426228761673,132.0,18252927843202248,267330133564,475b95aa6c8cf80ee56fec82a2030a75e42940446a0c477322aa98c465ca4190
244,0.4073455759599332,54250,7.56287145614624,15.671697616577148,254.0,46391,0.04295462962962963,35996,0.03332962962962963,3678.4599609375,0.07868240773677826,115.0,18252927843202248,267330133564,52acf1a675966771eb22c61e5a4bf4c31ce44d9d12ec07a021d39b30044e18e5
245,0.4090150250417362,54323,7.569299221038818,15.695562362670898,254.0,46500,0.043055555555555555,36114,0.033438888888888886,3685.197998046875,0.07277221977710724,97.0,18252927843202248,267330133564,55b4ebc0c89199c9fc5852784a37a89c398b0a11ef138cbb41abd30cdfd412f1
246,0.41068447412353926,54392,7.5744547843933105,15.713661193847656,254.0,46561,0.04311203703703704,36245,0.033560185185185186,3689.866943359375,0.0740722194314003,132.0,18252927843202248,267330133564,f38da7a6b8799358923249874aa960f780487cd0f2c963c87b2ec2242845bd28
247,0.41235392320534225,54522,7.579687118530273,15.718012809753418,254.0,46701,0.043241666666666664,36459,0.033758333333333335,3693.287109375,0.0825805589556694,116.0,18252927843202248,267330133564,fb5f2602123c63351985faa09a8a6c8fbf967dd7b8e14c3ecd9677966ae2ed0b
248,0.41402337228714525,54625,7.586247444152832,15.727415084838867,254.0,46768,0.043303703703703705,36742,0.03402037037037037,3697.73193359375,0.08085833489894867,140.0,22756527470572744,267330133564,773f8ac94882101223bea8d176d1438b2ab301fb71567df7dd111c1bfd6cfd08
249,0.41569282136894825,54835,7.598170280456543,15.745086669921875,254.0,47017,0.04353425925925926,37033,0.034289814814814815,3707.3330078125,0.08140092343091965,107.0,22756527470572744,267330133564,75406656247fe29294338f1fc9d84e815b45531480806e9d7eeaaf26a01e06fd
250,0.41736227045075125,55016,7.614717483520508,15.77735710144043,254.0,47254,0.043753703703703704,37346,0.03457962962962963,3722.08203125,0.0824231505393982,121.0,22756527470572744,267330133564,a622184d02bed313727842cc4573cb7d5c4e642844fd21ad49afa084ed5b6362
251,0.41903171953255425,55166,7.629028797149658,15.807445526123047,254.0,47460,0.043944444444444446,37582,0.03479814814814815,3734.62109375,0.0807870402932167,135.0,22756527470572744,267330133564,f38aa60cccdeb49ea8b8af4e9f431f6602d409e023220cd360882347369d4efd
252,0.42070116861435725,55271,7.640399932861328,15.824256896972656,254.0,47629,0.044100925925925925,37868,0.03506296296296296,3743.8740234375,0.0829564779996872,111.0,22756527470572744,267330133564,02fd0a4fcf7fb93445b575d6eeb0b6912b43154e31d64cfdf4bcd47347e1b819
